temperature_c,humidity_pct,rainfall_mm,estimated_soil_moisture_pct,soil_type,growth_stage,irrigation_label
28.9,60.9,0.0,36.3,clay,fruiting,MEDIUM
33.5,59.6,3.3,83.1,sandy,vegetative,LOW
39.0,55.3,0.0,56.6,loamy,vegetative,MEDIUM
40.9,28.8,0.0,24.2,clay,flowering,HIGH
20.5,67.9,0.0,35.1,loamy,fruiting,MEDIUM
28.4,53.1,0.0,45.0,loamy,flowering,MEDIUM
19.1,74.4,0.0,68.6,loamy,flowering,LOW
25.1,49.8,14.0,63.8,loamy,fruiting,LOW
27.8,94.4,0.0,41.5,loamy,seedling,MEDIUM
36.6,68.8,2.3,84.4,clay,fruiting,LOW
20.2,58.2,7.1,31.8,loamy,vegetative,LOW
33.6,86.0,3.9,41.0,loamy,flowering,MEDIUM
27.3,60.8,0.0,24.0,loamy,seedling,MEDIUM
32.8,88.2,0.0,47.6,clay,vegetative,LOW
31.3,77.0,24.1,93.8,clay,vegetative,LOW
36.0,43.6,26.9,69.1,sandy,flowering,LOW
27.2,90.4,0.0,37.4,clay,fruiting,MEDIUM
39.2,56.1,0.0,31.1,loamy,vegetative,HIGH
39.8,40.1,1.4,47.4,sandy,flowering,HIGH
22.5,45.0,2.6,20.1,sandy,fruiting,HIGH
28.9,30.0,0.0,50.5,clay,vegetative,MEDIUM
41.2,58.5,0.0,43.6,loamy,flowering,HIGH
33.0,62.7,0.0,29.2,loamy,fruiting,HIGH
18.3,42.0,7.3,40.3,clay,fruiting,MEDIUM
26.9,56.9,11.3,68.8,loamy,vegetative,LOW
26.7,39.7,0.0,57.6,clay,flowering,LOW
23.5,61.9,10.8,52.8,sandy,vegetative,LOW
28.2,67.4,3.0,60.7,clay,fruiting,LOW
26.1,74.7,0.0,59.0,sandy,seedling,MEDIUM
32.1,49.7,2.7,23.2,clay,seedling,MEDIUM
23.1,25.4,0.0,50.1,sandy,seedling,HIGH
40.0,74.5,0.0,24.3,sandy,fruiting,HIGH
36.9,48.7,0.0,11.5,sandy,vegetative,HIGH
36.3,31.8,16.7,40.7,sandy,vegetative,LOW
36.6,66.7,12.6,64.6,sandy,vegetative,LOW
39.4,74.0,0.0,42.5,clay,fruiting,MEDIUM
18.6,89.7,0.0,26.1,loamy,seedling,MEDIUM
30.2,92.6,0.0,45.2,clay,fruiting,MEDIUM
38.8,45.4,13.6,10.2,clay,fruiting,MEDIUM
33.0,80.6,0.0,52.6,sandy,seedling,HIGH
40.8,48.8,17.1,13.6,clay,fruiting,MEDIUM
19.6,68.6,0.0,83.6,sandy,seedling,LOW
20.4,90.3,2.2,86.6,clay,flowering,LOW
19.3,44.9,0.0,42.1,clay,flowering,MEDIUM
32.7,35.7,0.0,91.9,sandy,fruiting,MEDIUM
37.0,70.9,0.0,34.6,sandy,seedling,HIGH
18.1,70.6,0.0,49.8,sandy,vegetative,MEDIUM
32.6,44.2,0.0,31.2,sandy,vegetative,HIGH
38.0,54.4,0.0,53.8,clay,flowering,MEDIUM
28.4,38.4,0.0,75.2,loamy,flowering,MEDIUM
25.5,47.4,11.8,68.3,loamy,seedling,LOW
23.4,30.7,4.4,74.1,loamy,fruiting,LOW
25.6,61.7,0.0,54.1,loamy,vegetative,LOW
33.8,38.6,2.3,40.1,clay,vegetative,MEDIUM
40.5,76.6,0.0,34.9,loamy,seedling,HIGH
25.2,40.0,0.7,70.6,clay,seedling,MEDIUM
38.4,58.6,4.4,53.1,sandy,fruiting,MEDIUM
30.8,34.7,16.3,75.3,loamy,fruiting,LOW
34.2,50.0,0.0,53.7,clay,fruiting,MEDIUM
27.5,91.7,0.0,90.7,sandy,seedling,LOW
21.6,57.8,0.0,78.7,clay,vegetative,LOW
37.2,91.2,3.2,76.7,sandy,fruiting,MEDIUM
40.2,74.9,0.0,19.9,loamy,flowering,HIGH
18.6,34.3,0.0,61.6,clay,seedling,MEDIUM
22.0,75.2,5.9,52.2,clay,seedling,LOW
30.2,62.3,0.0,52.1,sandy,vegetative,MEDIUM
27.8,44.2,0.0,74.9,clay,fruiting,LOW
35.2,52.4,4.6,45.7,loamy,seedling,MEDIUM
29.3,47.0,33.3,85.2,sandy,flowering,LOW
36.4,50.4,0.0,60.6,clay,seedling,MEDIUM
33.4,39.7,9.3,53.4,sandy,flowering,MEDIUM
36.1,55.8,3.9,40.3,sandy,vegetative,HIGH
28.8,84.6,4.0,29.3,clay,vegetative,LOW
25.4,88.0,34.2,89.3,clay,fruiting,LOW
18.5,72.0,8.5,57.9,sandy,flowering,LOW
26.8,54.1,0.0,71.5,sandy,vegetative,MEDIUM
24.1,47.7,0.0,34.4,clay,fruiting,MEDIUM
38.2,75.3,0.0,47.7,clay,flowering,MEDIUM
33.4,27.2,0.0,49.7,loamy,vegetative,MEDIUM
24.8,69.8,3.2,45.7,clay,seedling,LOW
38.0,47.9,0.0,67.7,clay,flowering,MEDIUM
39.6,89.1,0.0,49.0,sandy,seedling,HIGH
33.9,28.1,4.3,18.1,loamy,vegetative,MEDIUM
19.6,53.1,0.0,55.3,sandy,flowering,MEDIUM
24.4,55.8,4.1,54.1,clay,fruiting,LOW
30.7,86.3,7.8,47.9,loamy,seedling,LOW
22.5,79.1,8.5,88.1,clay,flowering,LOW
39.5,88.1,0.0,35.8,loamy,fruiting,HIGH
24.6,46.2,9.4,38.5,sandy,flowering,MEDIUM
40.4,43.5,0.0,33.1,clay,fruiting,MEDIUM
24.8,67.3,0.0,46.0,loamy,vegetative,MEDIUM
40.7,49.0,0.0,70.9,clay,fruiting,MEDIUM
19.0,25.8,0.0,25.7,sandy,flowering,HIGH
31.2,33.1,0.0,39.7,sandy,seedling,HIGH
20.6,60.6,2.6,34.3,sandy,flowering,HIGH
26.5,91.3,0.0,46.5,sandy,fruiting,MEDIUM
28.6,33.0,0.0,53.8,clay,vegetative,MEDIUM
22.0,64.6,0.0,29.1,clay,fruiting,MEDIUM
27.2,86.0,0.0,53.3,loamy,flowering,MEDIUM
27.4,25.3,0.0,58.2,sandy,seedling,HIGH
36.5,55.0,3.9,51.8,sandy,flowering,MEDIUM
26.4,89.5,0.0,47.4,loamy,flowering,MEDIUM
35.9,57.7,1.5,73.5,loamy,seedling,MEDIUM
24.8,58.7,0.0,71.0,sandy,seedling,MEDIUM
36.9,42.8,0.0,40.1,sandy,fruiting,HIGH
39.1,54.5,0.0,5.0,loamy,fruiting,HIGH
20.9,54.2,0.0,46.5,sandy,seedling,HIGH
36.2,62.1,0.0,35.4,sandy,flowering,HIGH
20.4,72.2,0.5,49.9,clay,seedling,MEDIUM
37.6,60.5,2.7,51.9,clay,flowering,LOW
23.4,56.1,0.0,57.6,loamy,seedling,MEDIUM
18.6,53.0,0.0,46.7,loamy,fruiting,MEDIUM
33.1,48.5,3.5,56.2,loamy,seedling,MEDIUM
19.4,40.1,0.0,76.9,clay,vegetative,LOW
25.5,83.0,0.0,43.6,clay,vegetative,LOW
26.2,53.1,0.0,74.0,clay,fruiting,LOW
31.1,63.3,21.8,76.3,sandy,vegetative,LOW
34.2,48.9,0.0,21.7,loamy,flowering,HIGH
19.0,66.9,4.3,35.6,loamy,fruiting,MEDIUM
35.0,84.8,0.0,71.6,sandy,seedling,MEDIUM
20.7,83.7,0.0,69.1,sandy,fruiting,LOW
39.8,60.4,0.0,39.7,loamy,fruiting,HIGH
28.8,54.7,28.7,81.0,loamy,fruiting,LOW
37.5,72.5,10.6,23.6,sandy,flowering,MEDIUM
38.9,55.2,0.0,46.2,loamy,vegetative,MEDIUM
24.6,56.1,0.0,61.9,clay,fruiting,LOW
34.3,81.8,1.0,70.4,clay,vegetative,LOW
27.9,28.1,11.8,35.1,loamy,seedling,MEDIUM
38.9,80.8,2.8,63.8,sandy,flowering,MEDIUM
40.8,81.4,0.0,38.8,sandy,fruiting,HIGH
39.7,41.7,1.4,39.3,loamy,fruiting,HIGH
40.0,34.8,0.0,39.4,loamy,fruiting,HIGH
26.2,54.3,14.1,42.4,loamy,fruiting,LOW
32.7,68.7,9.0,82.5,clay,vegetative,LOW
24.5,32.0,9.0,76.2,loamy,flowering,LOW
19.8,37.2,38.8,54.9,clay,vegetative,LOW
38.6,94.9,0.0,63.6,loamy,flowering,MEDIUM
34.5,26.5,6.4,66.3,sandy,fruiting,MEDIUM
30.8,40.3,0.0,45.6,loamy,flowering,HIGH
19.4,76.0,0.0,34.9,clay,fruiting,LOW
29.1,89.9,0.0,42.1,clay,vegetative,LOW
21.6,69.5,0.0,35.5,loamy,fruiting,MEDIUM
22.9,53.2,0.0,95.0,loamy,fruiting,LOW
31.7,53.7,0.0,29.2,loamy,seedling,HIGH
25.4,58.3,2.5,33.8,clay,vegetative,MEDIUM
25.7,55.7,0.0,41.2,clay,vegetative,LOW
30.8,85.1,0.0,54.2,clay,seedling,MEDIUM
39.8,60.6,0.0,76.3,clay,fruiting,LOW
24.2,28.7,0.0,36.3,clay,vegetative,MEDIUM
41.7,46.4,1.1,50.5,loamy,flowering,MEDIUM
35.2,76.0,0.0,78.5,clay,seedling,LOW
37.6,25.4,6.8,45.5,loamy,fruiting,MEDIUM
21.2,52.7,24.3,61.4,sandy,flowering,LOW
23.8,61.1,0.0,54.1,sandy,flowering,MEDIUM
28.5,80.3,23.5,91.8,clay,vegetative,LOW
36.5,89.4,2.9,46.0,clay,fruiting,MEDIUM
39.3,71.9,5.6,56.9,loamy,seedling,MEDIUM
39.1,78.0,0.0,53.4,loamy,fruiting,MEDIUM
39.9,26.0,0.0,66.7,clay,fruiting,MEDIUM
41.7,52.9,35.6,62.7,clay,fruiting,LOW
33.2,84.9,0.0,34.4,clay,seedling,MEDIUM
23.9,45.9,0.0,50.0,loamy,seedling,MEDIUM
26.1,45.7,0.0,35.0,sandy,vegetative,HIGH
34.8,77.9,0.0,47.2,clay,flowering,MEDIUM
22.9,89.4,36.9,90.9,sandy,seedling,LOW
37.8,41.2,14.8,25.6,clay,fruiting,MEDIUM
34.6,64.6,0.0,37.3,loamy,fruiting,HIGH
20.2,58.9,6.3,33.0,sandy,seedling,MEDIUM
31.2,75.5,5.0,55.5,sandy,flowering,MEDIUM
34.3,91.8,14.1,38.1,sandy,vegetative,LOW
31.2,56.7,4.4,44.8,loamy,flowering,MEDIUM
27.3,68.6,13.6,27.9,loamy,fruiting,LOW
21.4,25.3,0.0,35.6,clay,vegetative,MEDIUM
36.6,91.3,0.0,36.2,loamy,seedling,HIGH
40.5,47.2,3.4,57.5,loamy,seedling,MEDIUM
28.3,85.9,0.0,57.7,loamy,fruiting,LOW
19.7,83.6,0.0,37.7,sandy,seedling,MEDIUM
36.0,64.6,0.0,48.3,clay,vegetative,MEDIUM
39.0,63.0,0.0,14.7,loamy,flowering,HIGH
38.3,56.7,24.9,54.2,loamy,fruiting,LOW
24.7,48.1,0.0,45.2,sandy,fruiting,HIGH
21.0,64.5,4.8,51.6,loamy,fruiting,MEDIUM
26.0,93.4,0.0,67.1,sandy,fruiting,LOW
22.5,63.4,0.6,46.9,clay,fruiting,LOW
33.1,64.6,0.0,23.8,loamy,seedling,HIGH
22.3,86.1,0.0,64.8,loamy,seedling,LOW
36.2,45.8,2.4,59.3,clay,seedling,MEDIUM
41.9,30.4,2.6,30.7,sandy,flowering,HIGH
32.3,93.2,21.7,55.3,clay,seedling,LOW
32.7,44.1,0.0,55.6,clay,vegetative,MEDIUM
20.5,84.7,0.0,88.8,clay,vegetative,LOW
18.7,26.0,0.0,57.3,clay,vegetative,LOW
32.3,45.6,0.0,72.0,clay,vegetative,LOW
31.1,41.2,2.0,10.9,loamy,fruiting,HIGH
26.8,86.6,0.7,51.3,loamy,vegetative,LOW
29.6,32.4,0.0,50.6,loamy,vegetative,MEDIUM
34.9,68.0,0.0,46.4,sandy,fruiting,HIGH
25.5,56.5,4.1,71.5,loamy,seedling,LOW
21.1,78.4,0.0,27.9,clay,vegetative,LOW
32.8,60.6,0.0,81.4,loamy,fruiting,MEDIUM
20.4,48.0,0.0,48.6,loamy,seedling,MEDIUM
26.1,30.8,30.4,69.8,clay,vegetative,LOW
29.4,92.8,23.3,86.3,sandy,flowering,LOW
36.6,62.5,0.0,66.5,clay,seedling,MEDIUM
41.6,53.8,0.0,38.0,clay,seedling,MEDIUM
32.7,33.3,4.7,30.6,clay,vegetative,LOW
35.8,67.1,27.2,58.1,loamy,flowering,LOW
25.0,78.6,0.0,16.1,sandy,fruiting,HIGH
41.7,57.9,0.0,35.8,sandy,flowering,HIGH
40.7,66.3,0.0,51.2,clay,fruiting,MEDIUM
22.1,75.4,0.0,31.2,clay,flowering,MEDIUM
28.1,38.2,25.8,73.5,clay,fruiting,LOW
22.8,80.3,0.0,51.9,clay,fruiting,LOW
39.2,92.0,0.0,33.2,clay,seedling,MEDIUM
33.8,47.7,11.6,61.5,loamy,flowering,LOW
19.5,38.6,0.0,23.7,loamy,vegetative,MEDIUM
37.5,79.2,0.0,33.8,clay,flowering,MEDIUM
32.6,35.7,8.6,50.0,clay,seedling,LOW
26.9,44.9,4.6,69.3,clay,vegetative,LOW
25.5,65.2,0.0,44.3,loamy,seedling,MEDIUM
41.0,43.3,14.4,43.7,sandy,flowering,MEDIUM
32.4,35.9,0.0,17.4,sandy,vegetative,HIGH
42.0,30.0,39.3,86.0,loamy,vegetative,LOW
23.1,93.0,0.0,39.4,clay,fruiting,MEDIUM
41.5,55.4,9.7,89.3,loamy,vegetative,LOW
24.4,70.2,0.0,12.7,clay,fruiting,MEDIUM
22.4,42.1,0.0,52.1,loamy,vegetative,MEDIUM
34.7,46.6,12.8,39.9,loamy,vegetative,LOW
23.4,57.8,2.4,33.6,clay,vegetative,LOW
23.2,34.6,3.0,34.4,loamy,flowering,MEDIUM
34.4,49.5,0.0,49.2,sandy,vegetative,HIGH
23.3,29.5,0.0,62.4,loamy,fruiting,MEDIUM
37.3,39.5,16.9,66.1,clay,seedling,LOW
36.4,83.8,4.1,48.6,loamy,seedling,MEDIUM
34.0,92.0,23.0,64.1,loamy,vegetative,LOW
37.0,55.3,2.6,24.9,sandy,fruiting,HIGH
18.4,66.4,0.0,59.8,clay,fruiting,LOW
19.3,46.9,1.2,44.4,loamy,fruiting,MEDIUM
19.9,54.8,0.0,79.0,loamy,fruiting,LOW
33.4,85.3,2.7,58.6,loamy,vegetative,MEDIUM
34.4,69.6,0.0,56.1,sandy,seedling,HIGH
27.3,79.5,0.0,17.7,sandy,flowering,HIGH
18.8,62.9,6.0,67.2,sandy,flowering,LOW
23.2,43.5,1.4,56.8,sandy,flowering,MEDIUM
27.3,54.8,0.0,85.0,sandy,fruiting,MEDIUM
24.7,58.3,0.0,65.6,clay,fruiting,LOW
38.8,87.3,0.0,46.3,clay,seedling,MEDIUM
20.0,34.5,11.3,39.8,clay,seedling,LOW
26.6,89.0,0.0,50.2,loamy,flowering,MEDIUM
35.3,40.1,3.7,77.0,clay,seedling,LOW
36.3,94.4,0.0,52.7,clay,fruiting,MEDIUM
27.5,37.6,0.0,74.3,clay,vegetative,LOW
24.4,67.2,0.0,58.9,loamy,seedling,MEDIUM
25.7,32.2,0.0,71.1,clay,vegetative,LOW
25.1,78.4,3.9,29.4,loamy,seedling,MEDIUM
30.5,89.5,0.0,74.5,loamy,flowering,LOW
30.4,82.0,11.2,25.0,loamy,seedling,MEDIUM
36.1,75.5,1.1,8.7,loamy,seedling,HIGH
21.8,36.7,0.0,52.2,sandy,vegetative,MEDIUM
35.1,29.1,5.8,56.7,clay,flowering,MEDIUM
37.5,83.0,0.0,22.6,clay,fruiting,MEDIUM
24.2,57.8,1.5,67.2,sandy,vegetative,MEDIUM
29.7,38.1,4.5,42.9,sandy,vegetative,MEDIUM
18.7,34.6,5.5,71.0,sandy,flowering,LOW
23.1,47.8,1.2,55.9,clay,flowering,MEDIUM
33.1,90.5,1.8,38.7,clay,vegetative,LOW
29.2,54.4,0.0,59.6,loamy,flowering,MEDIUM
21.3,42.5,15.9,24.9,loamy,flowering,LOW
25.0,37.2,25.3,68.9,clay,seedling,LOW
34.2,55.4,0.0,52.5,sandy,fruiting,HIGH
23.7,47.7,0.0,45.0,sandy,flowering,MEDIUM
18.1,32.1,0.0,53.0,clay,vegetative,LOW
21.5,67.8,0.0,34.6,clay,vegetative,LOW
26.5,37.1,2.2,47.7,sandy,vegetative,MEDIUM
22.6,44.0,0.0,18.8,clay,flowering,MEDIUM
40.6,86.9,0.0,42.0,sandy,fruiting,HIGH
26.0,39.6,0.0,54.5,loamy,vegetative,MEDIUM
30.5,53.0,0.0,78.6,clay,flowering,LOW
35.1,86.7,0.0,71.1,clay,fruiting,MEDIUM
31.1,39.4,0.0,23.3,loamy,fruiting,HIGH
40.9,79.9,19.2,40.8,sandy,seedling,LOW
29.9,86.2,0.0,52.0,loamy,flowering,MEDIUM
31.8,81.9,28.8,69.0,clay,flowering,LOW
27.3,67.9,0.0,60.7,loamy,fruiting,MEDIUM
28.3,50.1,10.2,79.9,loamy,seedling,LOW
30.8,48.7,0.0,36.9,clay,seedling,MEDIUM
24.8,72.1,0.0,23.2,clay,fruiting,MEDIUM
39.2,31.0,0.0,71.8,clay,flowering,MEDIUM
41.4,87.5,0.0,31.6,sandy,fruiting,HIGH
19.5,41.6,0.0,64.4,sandy,fruiting,MEDIUM
37.6,47.6,0.0,52.0,sandy,fruiting,HIGH
22.4,60.8,14.2,53.5,loamy,flowering,LOW
39.8,61.3,24.6,74.5,loamy,flowering,LOW
26.8,28.0,0.0,42.3,clay,vegetative,MEDIUM
31.6,69.6,3.8,51.6,clay,fruiting,MEDIUM
27.9,93.4,3.1,49.0,loamy,seedling,MEDIUM
19.0,39.1,0.0,34.2,sandy,seedling,HIGH
19.0,72.2,9.4,91.9,clay,fruiting,LOW
40.9,83.8,0.0,40.7,sandy,seedling,HIGH
40.3,53.5,0.0,30.6,sandy,fruiting,HIGH
37.1,45.2,1.4,64.2,loamy,seedling,HIGH
40.0,72.2,0.0,43.5,loamy,vegetative,MEDIUM
37.6,70.7,0.0,76.6,clay,vegetative,LOW
23.5,25.3,0.0,40.5,clay,flowering,MEDIUM
22.1,32.4,0.0,41.9,sandy,flowering,MEDIUM
22.9,46.1,1.4,65.2,sandy,flowering,MEDIUM
41.3,37.2,0.0,52.7,loamy,seedling,HIGH
25.9,63.0,0.0,51.0,loamy,vegetative,LOW
20.5,26.6,0.0,31.7,sandy,fruiting,HIGH
32.7,53.8,0.0,31.4,clay,flowering,MEDIUM
20.7,75.9,4.7,50.7,clay,vegetative,LOW
40.0,34.8,0.0,35.0,loamy,seedling,HIGH
27.5,38.2,0.0,68.1,clay,seedling,LOW
23.3,76.4,0.0,48.9,sandy,vegetative,MEDIUM
30.1,84.4,38.9,70.4,loamy,seedling,LOW
19.7,64.8,0.0,30.7,sandy,vegetative,MEDIUM
18.1,60.6,13.2,79.6,clay,fruiting,LOW
21.6,84.9,6.7,54.6,sandy,seedling,LOW
25.5,71.6,25.7,74.7,clay,flowering,LOW
28.5,41.4,0.0,46.3,sandy,fruiting,HIGH
37.9,26.7,3.5,39.0,clay,vegetative,MEDIUM
21.6,74.1,0.0,40.4,loamy,seedling,MEDIUM
35.5,55.9,0.0,38.9,sandy,fruiting,HIGH
18.9,38.0,3.9,62.5,sandy,seedling,MEDIUM
18.5,76.7,0.0,56.5,sandy,flowering,MEDIUM
35.1,47.2,11.9,29.4,loamy,flowering,MEDIUM
31.4,92.0,0.0,28.0,sandy,fruiting,HIGH
31.2,25.1,2.0,35.2,sandy,vegetative,HIGH
30.4,39.9,2.9,63.1,sandy,seedling,MEDIUM
40.4,60.9,1.9,25.0,clay,vegetative,MEDIUM
22.7,58.6,0.0,21.9,loamy,flowering,HIGH
33.8,28.5,23.2,53.1,clay,vegetative,LOW
30.2,85.4,0.0,17.6,clay,vegetative,MEDIUM
38.0,28.1,0.0,17.1,loamy,fruiting,HIGH
28.3,60.1,4.6,44.7,sandy,seedling,MEDIUM
24.2,51.7,2.1,56.6,sandy,vegetative,MEDIUM
37.5,58.4,4.3,87.4,sandy,fruiting,LOW
39.6,92.9,0.0,32.6,loamy,fruiting,HIGH
28.7,46.6,0.0,44.4,loamy,vegetative,MEDIUM
23.5,87.2,0.0,41.2,sandy,flowering,MEDIUM
24.4,49.1,13.8,56.0,clay,seedling,LOW
18.9,34.9,16.9,69.6,sandy,flowering,LOW
40.4,40.4,4.3,65.6,clay,seedling,MEDIUM
24.3,48.0,0.0,58.3,clay,flowering,LOW
26.0,79.5,4.3,56.1,sandy,vegetative,LOW
23.5,87.2,0.0,58.2,clay,fruiting,LOW
39.4,37.0,0.0,64.7,loamy,seedling,MEDIUM
33.8,65.7,0.0,50.3,sandy,fruiting,HIGH
24.0,48.4,2.6,71.3,loamy,seedling,LOW
34.7,25.6,34.5,95.0,sandy,fruiting,LOW
23.7,55.6,0.0,34.7,clay,seedling,MEDIUM
40.3,31.6,2.2,67.9,clay,seedling,MEDIUM
26.0,66.5,2.7,52.8,loamy,flowering,LOW
29.2,89.9,0.0,67.3,sandy,fruiting,MEDIUM
37.9,44.7,0.0,13.8,clay,fruiting,HIGH
29.1,42.6,0.0,66.8,loamy,vegetative,MEDIUM
19.3,87.2,0.0,59.4,loamy,seedling,LOW
37.5,40.2,4.1,46.4,sandy,seedling,HIGH
19.5,49.9,0.0,45.6,sandy,flowering,MEDIUM
40.9,84.5,0.0,67.4,sandy,seedling,HIGH
25.6,58.7,0.0,61.2,sandy,fruiting,MEDIUM
25.1,26.5,0.0,42.1,clay,flowering,MEDIUM
40.1,86.5,0.0,31.6,clay,fruiting,MEDIUM
29.3,59.4,0.6,40.4,loamy,fruiting,MEDIUM
31.4,87.2,2.0,44.5,sandy,vegetative,MEDIUM
18.4,27.3,2.7,11.7,loamy,seedling,HIGH
29.9,27.8,0.0,54.4,loamy,seedling,MEDIUM
33.9,84.4,3.9,5.0,clay,vegetative,MEDIUM
33.5,64.0,3.4,83.5,sandy,flowering,MEDIUM
28.8,41.9,29.8,49.1,loamy,seedling,LOW
22.8,29.9,4.0,72.2,loamy,fruiting,LOW
28.7,44.9,0.0,43.2,clay,vegetative,MEDIUM
41.3,64.1,0.0,41.0,sandy,vegetative,HIGH
36.9,37.6,3.1,34.9,sandy,fruiting,HIGH
36.3,36.8,0.0,34.9,sandy,fruiting,HIGH
40.7,74.8,0.0,12.3,clay,seedling,HIGH
41.5,80.8,0.0,30.2,loamy,vegetative,MEDIUM
31.4,80.1,1.9,35.3,sandy,seedling,HIGH
40.7,91.8,0.0,17.5,clay,vegetative,MEDIUM
41.0,80.2,6.9,39.1,clay,seedling,MEDIUM
33.8,70.8,0.9,29.9,sandy,fruiting,HIGH
19.9,44.4,0.0,67.9,loamy,flowering,MEDIUM
22.4,57.5,16.4,62.2,sandy,flowering,LOW
20.1,66.5,6.9,67.9,sandy,flowering,LOW
39.1,90.6,2.3,19.3,clay,seedling,MEDIUM
24.3,40.6,3.7,37.9,sandy,flowering,MEDIUM
33.1,78.4,0.0,44.6,loamy,flowering,MEDIUM
37.2,33.9,0.0,26.0,clay,seedling,HIGH
32.1,42.8,0.0,35.9,loamy,seedling,HIGH
41.4,52.8,0.0,39.5,loamy,fruiting,HIGH
27.6,34.6,3.6,81.8,clay,flowering,LOW
21.1,60.8,0.0,42.7,sandy,fruiting,HIGH
30.7,35.2,0.0,58.9,clay,vegetative,LOW
19.7,86.3,0.0,62.4,loamy,vegetative,LOW
35.4,71.9,0.0,31.3,loamy,seedling,HIGH
33.4,86.8,0.0,51.2,clay,seedling,MEDIUM
29.7,57.6,6.0,63.5,sandy,seedling,LOW
36.3,83.8,1.8,27.2,sandy,seedling,HIGH
41.1,33.6,13.1,8.7,sandy,seedling,HIGH
40.1,27.5,0.0,57.9,loamy,flowering,HIGH
29.4,77.3,0.0,36.7,loamy,vegetative,MEDIUM
31.4,37.9,0.0,60.4,sandy,seedling,HIGH
19.7,93.6,3.3,72.1,clay,fruiting,LOW
21.6,44.5,7.1,53.3,sandy,flowering,LOW
30.8,87.9,5.0,47.4,sandy,fruiting,MEDIUM
33.5,49.6,0.0,58.6,clay,flowering,MEDIUM
41.1,90.1,0.0,46.9,loamy,seedling,HIGH
37.0,38.7,0.0,27.0,clay,flowering,MEDIUM
41.0,51.5,0.0,43.3,sandy,seedling,HIGH
22.5,50.3,0.0,76.2,sandy,vegetative,LOW
19.8,31.3,9.9,83.9,clay,seedling,LOW
30.0,93.7,4.2,35.3,loamy,seedling,MEDIUM
40.7,26.4,0.0,19.3,loamy,flowering,HIGH
32.1,49.4,0.0,68.6,loamy,flowering,MEDIUM
39.3,42.1,0.0,21.3,sandy,fruiting,HIGH
18.6,35.7,0.0,28.8,sandy,flowering,HIGH
34.1,66.2,13.5,59.3,sandy,flowering,LOW
36.5,92.6,9.7,49.8,clay,flowering,LOW
37.2,39.7,23.7,68.3,clay,vegetative,LOW
32.2,33.5,10.6,50.7,loamy,flowering,LOW
35.9,44.7,0.0,51.4,clay,fruiting,MEDIUM
34.7,75.3,14.7,75.1,sandy,vegetative,LOW
25.0,46.2,0.0,56.5,sandy,seedling,HIGH
22.5,62.9,0.0,29.0,loamy,seedling,HIGH
33.5,49.9,0.0,21.9,sandy,flowering,HIGH
18.7,54.0,0.0,42.7,clay,seedling,MEDIUM
34.5,64.7,0.0,85.2,loamy,seedling,MEDIUM
33.8,45.2,6.6,28.6,clay,fruiting,MEDIUM
36.2,83.3,0.0,36.8,clay,flowering,MEDIUM
29.9,58.1,0.0,65.1,sandy,vegetative,MEDIUM
40.4,86.3,0.0,35.7,clay,vegetative,MEDIUM
39.0,49.3,26.5,79.1,loamy,fruiting,LOW
28.1,29.3,0.0,56.3,sandy,vegetative,MEDIUM
35.4,64.6,13.9,64.0,clay,flowering,LOW
29.0,85.5,16.3,72.2,sandy,seedling,LOW
27.3,33.3,0.0,64.1,sandy,fruiting,MEDIUM
30.5,62.8,0.0,52.1,clay,flowering,MEDIUM
22.9,87.6,0.0,26.4,loamy,seedling,MEDIUM
37.3,87.2,0.0,65.9,clay,seedling,MEDIUM
37.6,89.1,0.0,64.7,clay,vegetative,LOW
29.4,83.1,0.0,41.9,clay,fruiting,MEDIUM
30.0,54.6,0.0,46.1,sandy,seedling,HIGH
37.2,64.8,4.5,80.0,loamy,vegetative,LOW
19.7,85.2,0.0,62.7,sandy,flowering,MEDIUM
37.5,25.3,2.8,83.1,loamy,flowering,MEDIUM
21.5,38.0,0.0,35.9,loamy,flowering,HIGH
36.6,75.3,0.0,64.2,loamy,fruiting,MEDIUM
41.7,87.1,0.0,34.6,loamy,vegetative,MEDIUM
25.4,92.3,0.0,31.9,sandy,vegetative,MEDIUM
21.4,91.2,0.0,41.2,sandy,seedling,MEDIUM
21.1,57.0,0.0,66.3,sandy,seedling,MEDIUM
19.8,57.4,5.0,60.8,sandy,fruiting,MEDIUM
36.3,61.6,4.7,49.4,loamy,flowering,MEDIUM
25.2,35.4,4.2,27.6,loamy,seedling,MEDIUM
18.2,83.4,0.0,48.6,clay,flowering,LOW
19.5,80.2,2.9,47.4,sandy,fruiting,MEDIUM
31.3,81.0,3.2,62.0,loamy,fruiting,MEDIUM
41.3,38.8,0.0,64.2,loamy,seedling,HIGH
35.0,27.8,5.9,44.6,sandy,vegetative,MEDIUM
35.3,55.9,0.0,48.1,clay,flowering,MEDIUM
26.4,53.0,28.6,80.7,clay,seedling,LOW
26.9,51.0,1.4,60.8,sandy,flowering,MEDIUM
32.0,40.0,14.9,67.2,sandy,seedling,LOW
40.0,93.1,0.0,40.3,clay,vegetative,MEDIUM
19.8,53.4,0.0,56.8,loamy,fruiting,MEDIUM
23.3,30.0,0.0,38.4,clay,seedling,MEDIUM
36.0,88.2,0.0,38.0,clay,flowering,MEDIUM
40.4,69.1,0.0,20.0,loamy,vegetative,HIGH
